ANSP / Drexel ID,Neotoma Site ID,Site name,Neotoma Diatom Dataset Id,Neotoma Water Chemistry Dataset ID
26,13266,Little Swartswood Lake ,19770,
26,13267,Lake Grinnell (Lanes Pond),19771,
26,13268,Swartswood Lake ,19772,
26,13269,Sand Pond ,19773,
26,13270,Cedar Lake,19774,
26,13271,Hoppers Lake ,19775,
26,13272,Bunker Pond,19776,
26,13273,Upper Blauvelt Lake ,19777,
28,14085,Clearwater,21947,
28,14087,Mountaintop,21949,
28,14088,Wavy,21951,
28,14089,Chiniguichi,21953,
28,14090,Acid,21955,
28,14093,Johnnie,21961,
28,14092,Terry,21959,
28,14091,Swan,21957,
28,14094,Bell,21963,
28,14095,Carlyle,21965,
28,14096,George,21967,
28,14097,Tyson,21969,
28,14098,Whitepine,21971,
28,14099,Whitson,21973,
28,14100,Labelle,21975,
28,14102,Baby,21979,
28,14103,Clarabelle,21981,
28,14105,Middle,21985,
28,14106,Round,21987,
28,14107,Daisy,21989,
28,14108,Whitepine(Aurora),21991,
28,14109,Bowland,21993,
28,14110,Whirligig,21995,
28,14111,Little Whitepine,21997,
28,14112,Ramsey,21999,
28,14113,Nickel,22001,
28,14114,Blue North,22003,
28,14114,Blue South,22005,
28,14115,Cache,22007,
28,14116,Crab,22009,
28,14117,Ella South ,22011,
28,14117,Ella North,22013,
28,14118,Roland,22015,
28,14119,Seal,22017,
28,14120,Skynner,22019,
28,14121,Waddell,22021,
28,14123,Little Amy,22024,
28,14124,Selwyn,22026,
28,14125,Chain,22028,
28,14126,Clearwater,22030,
28,14127,David,22032,
28,14128,Helen,22034,
28,14129,Ishmael,22036,
28,14130,Kakakise,22038,
28,14131,Killarney,22040,
28,14134,Low,22050,
28,14135,Nellie,22052,
28,14136,Norway,22054,
28,14137,O.S.A,22056,
28,14138,Partridge,22058,
28,14139,Teardrop,22060,
30,27948,Plateau2,51805,51827
30,27949,BurroughsGlacier,51806,51828
30,27950,Casement2,51807,51829
30,27951,Plateau1,51808,51830
30,27952,SealRiver,51809,51831
30,27953,Wachusett,51810,51832
30,27954,ForestCreek,51811,51833
30,27955,WolfCreek,51812,51834
30,27956,Nunatak,51813,51835
30,27957,KlotzHills,51814,51836
30,27958,Charpentier,51815,51837
30,27959,HutchinsBay,51816,51838
30,27960,BartlettRiver,51817,51839
30,27961,RippleCove,51818,51840
30,27962,CoalCreek,51819,51841
30,27963,RedLoon,51820,51842
30,27964,Huscroft,51821,51843
30,27965,LaPerouse,51822,51844
30,27966,Crillon,51823,51845
30,27967,Pleasant1,51824,51846
30,27968,PleasantMuskeg,51825,51847
30,27969,Pleasant3,51826,51848
31,27905,Inconnu 19,51759,
31,27906,Inconnu 24,51760,
31,27907,Topus [Inconnu 25],51761,
31,27908,Lac Deux Montagnes [Des Montagnes],51762,
31,27909,Lac Aldas (Inconnu 39),51763,
31,27910,Lac Altura [Altona],51764,
31,27911,Lac Arsenault,51765,
31,27912,Lac à la Truite [Brunet],51766,
31,27913,Lac Debau,51767,
31,27914,Lac Dieppe,51768,
31,27915,Lac Disson,51769,
31,27916,Lac Ducharme,51770,
31,27917,Lac Edrien,51771,
31,27918,Lac Fabie,51772,
31,27919,Lac Pas de Fond,51773,
31,27920,Lac Garrot,51774,
31,27921,Lac Gérin,51775,
31,27922,Lac Highlift,51776,
31,27923,Lac Kapekwacata,51777,
31,27924,KC (Enache and Prairie 2002),51778,
31,27925,Lac Francis [KF (Enache and Prairie 2002)],51779,
31,27926,KG (Enache and Prairie 2002),51780,
31,27927,KH (Enache and Prairie 2002),51781,
31,27928,KI (Enache and Prairie 2002),51782,
31,27929,KJ (Enache and Prairie 2002),51783,
31,27930,KL (Enache and Prairie 2002),51784,
31,27931,Lac Landry,51785,
31,27932,Lac Langy,51786,
31,27933,Lac Lesage,51787,
31,27934,Lac Leslee,51788,
31,27935,Lac Long,51789,
31,27936,Lac Marlon,51790,
31,27937,Lac Matissard,51791,
31,27938,Lac Morillon,51792,
31,27939,Lac Petit Aldas,51793,
31,27940,Lac Petoncle,51794,
31,27941,Lac Poison,51795,
31,27942,Lac Vert,51796,
31,27943,Lac Vose,51797,
31,27944,Lac Waite,51798,
31,27945,Lac Lassus,51799,
31,27946,Lac Rich,51800,
32,8587,Bald Hill,49957,51856
32,24372,Blake (sutton),49958,51859
32,24369,High (sudbry),49959,51868
32,24363,Holland,49960,51869
32,24362,Little Hosmer,49961,51876
32,24360,Long (grnsbo),49962,51877
32,24368,Long (shefld),49963,51878
32,24367,Round (shefld),49964,51891
32,24366,Schofield,49967,51892
32,24370,Spruce (orwell),49968,51896
32,24365,Stannard,49969,51897
32,24371,Vail,49970,51900
32,24364,Zack Woods,49971,51902
33,26224,Abenaki,50077,
33,27716,Beebe (sundld),50078,
33,27717,Big Muddy,50079,
33,27718,Cedar,50080,
33,27719,Center,50081,
33,27720,Cranberry Meadow,50082,
33,27721,Echo (hubdtn),50083,
33,27722,Glen,50084,
33,26274,Groton,50085,
33,24417,Jobs,50086,51871
33,27723,Kettle,50087,
33,27724,Little (elmore),50088,
33,27725,Little (winhll),50089,
33,13049,Little Averill,50090,51875
33,27726,Mile,50091,51881
33,24355,Miles,50092,51882
33,27727,Mud (hydepk),50093,
33,27728,Mud (leictr),50094,
33,27729,Mud (peachm),50095,
33,27730,Mud (westmr)-w,50097,
33,27731,Nojoe,50098,
33,24537,Parker,50099,
33,27732,Pico,50100,
33,24356,Richmond,50101,51889
33,27733,Ritterbush,50102,
33,13580,Rood,50103,
33,27734,Salem,50104,
33,27735,Shippee,50105,
33,23152,Silver (leictr),50106,51895
33,27736,South America,50107,
33,27737,South Richford;,50108,
33,24706,Spring (shrwby),50109,
33,27738,Tuttle (hardwk),50110,
33,27739,Unknown (avgor),50111,
33,27740,Wallingford,50112,
33,27741,Woodward,50113,
34,25901,Beaver (hollnd),50193,51857
34,13132,Carmi,50194,51861
34,27816,Crystal (barton),50195,51862
34,27817,Gillett,50196,51865
34,27818,Great Averill,50197,51866
34,24369,High (sudbry),50198,51868
34,24417,Jobs,50199,51870
34,27819,Lily (vernon),50200,51872
34,27820,Little (wells),50201,51873
34,13049,Little Averill,50202,51874
34,27821,Mitchell,50203,51884
34,27822,Ninevah,50204,51886
34,27823,Norton,50205,51887
34,13142,Peacham Pond,50206,51888
34,27824,Round (hollnd),50207,51890
34,27825,Seymour,50208,51893
35,27829,Mollys Falls,50213,51885
35,26467,Ticklenaked,50214,51899
35,27826,Beecher,50209,51858
35,27827,Hartwell,50210,51867
35,24417,Jobs,50211,51871
35,27828,Walker (covnty),50212,51901
36,27796,Buck,50156,51860
36,27797,Forest (calais),50157,51863
36,27798,Fosters,50158,51864
36,27799,Long (westmr),50159,51879
36,24583,Maidstone Lake,50160,51880
36,27800,Miller,50161,51883
36,26449,Shadow (glover),50162,51894
36,27801,Sunset (benson),50163,51898
16,14195,ELA 93 (Enache et al 2011),22178,22179
16,14197,ELA 99 (Enache et al 2011,22182,22183
16,14166,ELA 101 (Enache et al 2011),22124,22125
16,14167,ELA 109 (Enache et al 2011),22126,22127
16,14168,ELA 110 (Enache et al 2011),22128,22129
16,14157,ELA 111 (Enache et al 2011),22106,22107
16,14169,ELA 114 (Enache et al 2011),22130,22131
16,14170,ELA 115 (Enache et al 2011),22131,22132
16,14171,ELA 127 (Enache et al 2011),22133,22134
16,14172,ELA 129 (Enache et al 2011),22135,22136
16,14173,ELA 131 (Enache et al 2011),22137,22138
16,14174,ELA 132 (Enache et al 2011),22139,22140
16,14175,ELA 149 (Enache et al 2011),22141,22142
16,14176,ELA 150 (Enache et al 2011),22143,22144
16,14177,ELA 163 (Enache et al 2011),22145,22146
16,14164,Wasp Lake [ELA 164 (Enache et al 2011)],22120,22121
16,14178,Wasp Lake [ELA 165 (Enache et al 2011)],22147,22148
16,14179,ELA 224 (Enache et al 2011),22149,22150
16,14180,ELA 226 (Enache et al 2011),22150,22151
16,14158,Boundary Lake [ELA 240 (Enache et al 2011)],22108,22109
16,14156,Veronica Lake [ELA 256 (Enache et al 2011)],22104,22105
16,14181,ELA 257 (Enache et al 2011),22151,22152
16,14182,ELA 373 (Enache et al 2011),22153,22154
16,14183,ELA 377 (Enache et al 2011),22155,22156
16,14184,ELA 378 (Enache et al 2011),22157,22158
16,14185,ELA 383 (Enache et al 2011),22159,22160
16,14186,ELA 384 (Enache et al 2011),22161,22162
16,14159,Windermere Lake [ELA 435 (Enache et al 2011)],22110,22111
16,14187,ELA 436 (Enache et al 2011),22163,22164
16,14165,ELA 438 (Enache et al 2011),22122,22123
16,14160,ELA 468 (Enache et al 2011),22112,22113
16,14188,ELA 470 (Enache et al 2011),22165,22166
16,14189,ELA 625 (Enache et al 2011),22167,22168
16,14190,ELA 626 (Enache et al 2011),22169,22170
16,14191,ELA 627 (Enache et al 2011),22171,22172
16,14192,ELA 629 (Enache et al 2011),22173,22174
16,14161,ELA 631 (Enache et al 2011),22114,22115
16,14193,ELA 651 (Enache et al 2011),22175,22176
16,14194,ELA 661 (Enache et al 2011),22176,22177
16,14196,ELA 938 (Enache et al 2011),22180,22181
27,14037,Glen Lake,21781,
27,14006,Kelly Lake,21714,21713
27,14007,Kennisis Lake,21716,21715
27,14008,Kushog Lake,21718,21717
27,14008,Kushog Lake,21720,21719
27,14014,Leech Lake,21732,21731
27,14015,Leonard Lake,21734,21733
27,14009,Little Clear,21722,21721
27,14013,Little Kennisis Lake,21730,21729
27,14010,Little Redstone Lake,21724,21723
27,14016,Maple Lake,21736,21735
27,14017,McKay Lake,21738,21737
27,14018,Moose Lake,21740,21739
27,14019,Muskoka Bay,21742,21741
27,14021,Oblong Lake,21746,21745
27,14022,Plastic Lake,21748,21747
27,14023,Red Chalk Lake,21750,21749
27,14023,Red Chalk Lake,21752,21751
27,14024,Red Pine Lake,21754,21753
27,14025,Redstone Lake,21756,21755
27,14038,Lake of Bays,21783,21782
27,14038,Lake of Bays,21785,21784
27,14026,Solitaire Lake,21758,21757
27,14027,Soyer's Lake,21760,21759
27,14034,St. Nora Lake,21776,21775
27,14035,Walker Lake,21778,21777
27,14036,Young Lake,21780,21779
4,17800,Barnes Lake,29964,43076
4,17990,Clear Pong (E.L.),30358,43089
4,720,Deep Lake,30735,43099
4,14223,Lake Arnold,30949,43125
4,18648,Little Echo Pond,31878,43130
4,18650,Merriam Lake,31882,43139
4,18688,Queer Lake,31958,43176
4,710,Arbutus Lake,40402,43074
4,711,Avalanche Lake,40403,43075
4,712,Bear Pond,40404,43077
4,23410,Bog Pond,40455,43081
4,713,Cat Mountain Pond,40456,43085
4,716,Copperas Pond (Fish Creek),40457,43092
4,715,Copperas Pond (Wilmington Notch),40458,43093
4,717,Cowhorn Pond,40459,43094
4,718,Crane Mountain Pond,40460,43095
4,721,Deer Lake,40461,43100
4,722,Dunk Pond,40462,43104
4,723,East Copperas Pond,40463,43105
4,724,Frank Pond,40464,43109
4,725,Giant Washbowl,40465,43110
4,726,Green Pond,40466,43114
4,727,Gull Pond,40467,43116
4,728,Heart Lake,40468,43118
4,729,Huntley Pond,40469,43120
4,730,Lake Madeleine [Jenkins Pond],40470,43121
4,736,Little Shallow Pond,40471,43133
4,737,Heavens Lake [Long Pond (TL)],40473,43137
4,739,Mountain Pond,40474,43143
4,740,Nick's Pond,40475,43168
4,741,Parch Pond,40476,43173
4,742,Pine Pond,40477,43175
4,743,Rock Pond,40478,43179
4,734,Lake Tear of the Clouds,40479,43124
4,22911,Washbowl Pond,40480,43153
4,17914,Big Moose Lake,43079,43079
4,735,Little Pine Pond,43132,43132
4,714,Clear P. (P.L.),43514,43090
4,732,Lake Colden,43515,43126
4,24460,Livingston P.,43516,43134
4,744,Round P.,43518,43180
4,746,Wolf L. (H.F.),43519,43158
4,24431,Black P.,43526,43080
4,24432,Bubb L.,43527,43082
4,24466,Moss L.,43528,43142
4,24433,Buck P.,43583,43083
4,24439,Crystal L.,43584,43096
4,24442,Doe P.,43585,43101
4,24445,Evergreen L.,43586,43106
4,24458,Little Clear P.,43587,43129
4,24459,Little Long P.,43588,43131
4,24463,Marsh P.,43589,43138
4,24495,Sunday P.,43590,43185
4,24435,Catamount P.,43591,43086
4,24477,Windfall Pond,46236,43157
4,745,Upper Wallface Pond,49249,43190
4,24436,Cheney Pond,51982,43087
4,24437,Chub L.,51983,43088
4,24438,Constable P.,51984,43091
4,24440,Curtis L.,51985,43097
4,24443,Dry Channel P.,51986,43102
4,24444,Duck L.,51987,43103
4,24446,Fish Ponds (NE),51988,43107
4,24447,Fourth L. (Bisby Lakes),51989,43108
4,24456,Lake Frances,51990,43127
4,24448,Grass P. (H.W.),51991,43111
4,24451,Gull L. (South),51992,43115
4,24452,Hawk P.,51993,43117
4,24453,Hitchcock L.,51994,43119
4,24454,John P.,51995,43122
4,24455,Kiwassa L.,51996,43123
4,24462,Long P. (K.R.),51997,43136
4,24464,Middle P.,51998,43140
4,24465,Middle South P.,51999,43141
4,24467,Mt. Arab L.,52000,43144
4,24483,Mud P. (no name),52001,43166
4,24482,Mud L. (S.L.),52002,43165
4,24484,Nate P.,52003,43167
4,24486,North Branch L.,52004,43170
4,24485,Nine Corner L.,52006,43169
4,24489,Partlow L.,52007,43174
4,24492,South L. (East Branch),52008,43182
4,24494,St. John L.,52009,43184
4,13539,Trout L. (Ed.),52010,43187
4,24497,Trout L. (P.L.),52011,43188
4,24473,Unknown P.,52012,43152
4,24475,Whitney L.,52013,43155
4,24476,Wilmurt L.,52014,43156
4,24478,Wolf L. (W.C.),52015,43159
4,24479,Woodhull L.,52016,43160
4,16574,Woods L. (S.L.),52017,43162
4,24481,Zack P.,52018,43164
4,24430,Bellows L.,,43078
4,24434,Cascade L.,,43084
4,24441,Dart's L.,,43098
4,24449,Grass P. (L.C.),,43112
4,24450,Grass P. (S.C.),,43113
4,24457,Lake Rondaxe,,43128
4,24461,Long L. (C.L.),,43135
4,24474,West P.,,43154
4,24480,Woodruff P.,,43161
4,24487,Otter L.,,43171
4,24488,Panther P.,,43172
4,24490,Raven L.,,43177
4,24491,Rock P. (K.R.),,43178
4,16608,Sagamore Lake,,43181
4,24493,Squash P.,,43183
4,24496,Townsend P.,,43186
4,24498,Twin Ponds (Eastern),,43189
3,23410,Bog Pond,40455,43081
3,713,Cat Mt. Pond,40456,43085
3,716,Copperas Pond (FC),40457,43092
3,715,Copperas Pond (WN),40458,43093
3,717,Cowhorn P.,40459,43094
3,718,Crane Mountain Pond,40460,43095
3,721,Deer Lake,40461,43100
3,722,Dunk P.,40462,43104
3,723,East Copperas Pond,40463,43105
3,724,Frank Pond,40464,43109
3,725,Giant Washbowl,40465,43110
3,726,Green Pond,40466,43114
3,727,Gull Pond,40467,43116
3,728,Heart Lake,40468,43118
3,729,Huntley Pond,40469,43120
3,730,Jenkins Pond [Lake Madeleine],40470,43121
3,736,Little Shallow Pond,40471,43133
3,735,Little Pine Pond,40472,43132
3,737,Long Pond (TL) [Heavens Lake],40473,43133
3,739,Mountain Pond,40474,43143
3,740,Nick's Pond,40475,43168
3,741,Parch Pond,40476,43173
3,742,Pine Pond,40477,43175
3,743,Rock Pond (TL),40478,43179
3,734,L. Tear of the Clouds,40479,43124
3,22911,Washbowl Pond,40480,43153
15,1222,Spiritwood Lake,51612,43425
15,1564,Lamb Lake,51444,43245
15,1766,West Okoboji Lake,51684,43496
15,2625,Berry Lake,40066,42924
15,9594,Beaver Lake,40061,42919
15,9596,Bean Lake,40059,42917
15,9716,Twin Lakes (Be),51652,43464
15,10034,Mud Lake (Ho),51510,43323
15,10091,Elk Lake,40260,43002
15,10273,Nesbitt Lake,51515,43328
15,10365,Goose Lake,40285,43025
15,11631,Sarah Lake,51584,43397
15,11666,Lake Nokomis,50406,43225
15,11767,Roundup Lake,51579,43392
15,13061,Sip Pond,51593,43406
15,13370,Wall Lake,51673,43485
15,13393,Big Lake (1),40071,42929
15,13768,Little Wall Lake,51458,43259
15,13840,Upper Pahranagat Lake,51663,43475
15,14288,Lake Wood,51440,43241
15,22680,NLA06608-3911,39389,42614
15,22681,NLA06608-0312,39390,42615
15,22682,NLA06608-0744,39391,42616
15,22683,NLA06608-3660,39392,42617
15,22684,NLA06608-0755,39393,42618
15,22685,NLA06608-1462,39394,42619
15,22686,NLA06608-1344,39395,42620
15,22687,NLA06608-0179,39396,42621
15,22688,NLA06608-0692,39397,42622
15,22689,NLA06608-0284,39398,42623
15,22690,NLA06608-1208,39399,42624
15,22691,NLA06608-1256,39400,42625
15,22692,NLA06608-0496,39401,42626
15,22693,NLA06608-0588,39402,42627
15,22694,NLA06608-1232,39403,42628
15,22695,NLA06608-1510,39404,42629
15,22696,NLA06608-1060,39405,42630
15,22697,NLA06608-1002,39406,42631
15,22698,Adams-McGill Reservoir,39407,42632
15,22699,Alamo,39408,42633
15,22700,Alice Lake,39409,42634
15,22701,Alpine (Hulls) Lake,39410,42635
15,22702,Alpine Lake,39411,42636
15,22703,Amistad Reservoir,39412,42637
15,22704,Anderson Lake,39413,42638
15,23272,Bassett Lake,40056,42914
15,23273,Bayley,40057,42915
15,23274,Beach Pond,40058,42916
15,23275,Beardsley Pond,40060,42918
15,23276,Becoosin Lake,40062,42920
15,23277,Beebe Lake,40063,42921
15,23278,Belleville Pond,40064,42922
15,23279,Bentley Lake,40065,42923
15,23280,Big Alkali Lake,40067,42925
15,23281,Big Barbee Lake,40068,42926
15,23282,Big Chapman,40069,42927
15,23283,Big Gibson Lake,40070,42928
15,23284,Big Stone Lake,40074,42931
15,23285,Bissonnette Pond,40075,42932
15,23286,Black Lake,40076,42933
15,23287,Blackfish Lake,40077,42934
15,23288,Blackman Lake,40078,42935
15,23289,Blanchard Lake,40079,42936
15,23290,Blomgren,40080,42937
15,23295,Blue Lake,40114,42940
15,23295,Blue Lake,40115,42940
15,23295,Blue Lake,40116,42940
15,23296,Blueberry Lake,40117,42941
15,23297,Bogie Lake,40118,42942
15,23298,Bowdish Reservoir,40119,42943
15,23299,Brant Lake,40120,42944
15,23300,Bridge Lake,40121,42945
15,23301,Brierpatch Lake,40122,42946
15,23302,Brooklyn Lake,40123,42947
15,23303,Browns Lake,40124,42948
15,23304,Bruce Lake,40125,42949
15,23305,Brush Lake,40126,42950
15,23306,Buckskin Lake,40127,42951
15,23307,Buffalo Lodge Lake,40128,42952
15,23308,Bull Lake,40129,42953
15,23309,Bull Trout Lake,40130,42954
15,23310,Caddo Lake,40131,42955
15,23311,Camp Lake,40132,42956
15,23312,Campbell Lake,40133,42957
15,23313,Carey Lake,40134,42958
15,23314,Carry Pond,40135,42959
15,23315,Caspian Lake,40136,42960
15,23316,Cass Lake,40137,42961
15,23317,Cassadaga Lake,40138,42962
15,23318,Cavanaugh Lake,40139,42963
15,23319,Cave Lake,40140,42964
15,23343,Darling,40240,42983
15,23344,Dean Lake,40241,42984
15,23345,Debouille Lake,40242,42985
15,23346,Deer Lake,40243,42986
15,23347,Denny Pond,40244,42987
15,23348,Derby Lake,40245,42988
15,23349,Devils Lake,40246,42989
15,23350,Dewey Lake,40247,42990
15,23351,Dick's Pond,40248,42991
15,23352,Donnell Lake,40249,42992
15,23353,Douglas Pond?,40250,42993
15,23354,Doyles Lake,40251,42994
15,23355,Duck Lake,40252,42995
15,23356,Eagle Lake (1),40253,42996
15,23356,Eagle Lake (1),40254,42996
15,23357,East Twin Lake,40255,42997
15,23358,East Woodcock Lake,40256,42998
15,23359,Echo Lake,40257,42999
15,23360,Eight Point Lake,40258,43000
15,23361,Elbow Lake,40259,43001
15,23362,Enemy Swim Lake,40261,43003
15,23363,Eureka Lake,40262,43004
15,23364,Fairy Lake,40263,43005
15,23365,Fan Lake,40264,43006
15,23366,Fanny Lake,40265,43007
15,23367,Fayant Lake,40266,43008
15,23368,Feather Lake,40267,43009
15,23369,Female Pond,40268,43010
15,23370,Fence Lake,40269,43011
15,23371,Fish Lake (1),40270,43012
15,23371,Fish Lake (1),40271,43012
15,23372,Fitzpatrick Lake,40272,43013
15,23373,Five Island Lake,40273,43014
15,23374,Flat Lake,40274,43015
15,23375,Flat River Reservoir,40275,43016
15,23376,Fletcher Lake,40276,43017
15,23377,Forbes Lake,40277,43018
15,23378,Fourth Debsconeag Lake,40278,43019
15,23379,Fourth Machias Lake,40279,43020
15,23380,Fox Lake (1),40280,43021
15,23380,Fox Lake (1),40281,43021
15,23381,Freemont Lake,40282,43022
15,23382,Gardner Pond,40283,43023
15,23383,George Wyth Lake,40284,43024
15,23384,Goose Pond,40286,43026
15,23384,Mirror Lake,51502,43315
15,23385,Gorton Pond,40287,43027
15,23386,Grass Lake,40288,43028
15,24273,Green Belt Lake,50249,43030
15,24276,Slack Reservoir,51595,43408
15,24282,Riga Lake,51566,43379
15,24283,West Hill Pond,51681,43493
15,24293,Peaked Mountian Pond,51538,43351
15,24294,Little Big Wood Pond,51452,43253
15,24295,HUDSON POND,50275,43055
15,24318,Upper Dan Forth Ponds,51660,43472
15,24319,Little Greenough Pond,51455,43256
15,24331,Lake Tranquility,50417,43236
15,24345,Sly Pond,51597,43410
15,24355,Miles Pond,51497,43310
15,24381,NLA-DIAT06608-1578,51722,
15,24385,Big Reed Pond,40072,42930
15,24387,Grassy Pond,50248,43029
15,24388,Green Lake,50250,43031
15,24389,Grimes,50252,43032
15,24390,Grist Millpond,50253,43033
15,24391,Grittman Lake,50254,43034
15,24392,Groton Reservoir,50255,43035
15,24393,Hackberry Lake,50256,43036
15,24394,Half Moon Lake,50257,43037
15,24395,Halfway Pond,50258,43038
15,24396,Hall Lake,50259,43039
15,24397,Hannaberry Lake,50260,43040
15,24398,Harper Lake,50261,43041
15,24399,Haskell Lake,50262,43042
15,24400,Heart Lake,50263,43043
15,24401,Heggs,50264,43044
15,24402,Henry's Lake,50265,43045
15,24403,Hert Lake,50266,43046
15,24404,Highland Lake,50267,43047
15,24405,Hi-Land Lake,50268,43048
15,24406,Hinkley's Pond,50269,43049
15,24407,Horseshoe Lake,50270,43050
15,24408,Horsfall Lake,50271,43051
15,24409,Hosmer Lake,50272,43052
15,24410,HOWARD POND,50273,43053
15,24411,Howe Lake,50274,43054
15,24412,Hungry Man Lake,50276,43056
15,24413,Ice Lake,50277,43057
15,24414,Ingham Lake,50278,43058
15,24415,Island Lake,50279,43059
15,24416,Island Pond,50283,43060
15,24417,Jobs Pond,50285,43061
15,24418,Johnson Lake,50286,43062
15,24419,Jump-off Joe Lake,50287,43063
15,24420,Kettle Brook Reservoir #1,50288,43064
15,24421,Keula Lake,50289,43065
15,24422,Killarney Lake,50290,43066
15,24423,Kitsap Lake,50292,43067
15,24424,Knowlton Pond,50293,43068
15,24425,Koontz Lake,50294,43069
15,24426,Lake Albert,50295,43070
15,24427,Lake Alice,50296,43071
15,24428,Lake Apopka,50297,43072
15,24429,Lake Au Sable,50298,43073
15,24499,Lake Bailey,50371,43191
15,24500,Lake Blaine,50374,43192
15,24501,Lake Blanchard,50375,43193
15,24502,Lake Brighton,50376,43194
15,24503,Lake Bruin,50377,43195
15,24504,Lake Byron,50378,43196
15,24505,Lake Champlain,50379,43197
15,24506,Lake Chemung,50380,43198
15,24507,Lake Cochrane,50381,43199
15,24508,Lake Coeur D'Alene,50382,43200
15,24509,Lake Concordia,50383,43201
15,24510,Lake Eli,50384,43202
15,24511,Lake Gogebic,50385,43203
15,24512,Lake Griffin,50386,43204
15,24513,Lake Haines,50387,43205
15,24514,Lake Hattie,50388,43206
15,24515,Lake Helen,50389,43207
15,24516,Lake Hinden,50390,43208
15,24517,Lake Isabel,50391,43209
15,24518,Lake Isabella,50392,43210
15,24519,Lake Jennie,50393,43211
15,24520,Lake Kampeska,50394,43212
15,24521,Lake Keewaydin,50395,43213
15,24522,Lake Kegonsa,50396,43214
15,24523,Lake Kenosia,50397,43215
15,24524,Lake Koeneman,50397,43216
15,24525,Lake Linka,50398,43217
15,24526,Lake Louise,50399,43218
15,24527,Lake Mary Ronan,50400,43219
15,24528,Lake Minnehaha,50401,43220
15,24529,Lake Minneola,50402,43221
15,24530,Lake Monroe,50403,43222
15,24531,Lake Myrtle,50404,43223
15,24532,Lake Nephawin,50405,43224
15,24533,Lake Oconomowoc,50407,43226
15,24534,Lake of the Woods,50408,43227
15,24535,Lake Okeechobee,50409,43228
15,24536,Lake Ottawa,50410,43229
15,24537,Lake Parker,50411,43230
15,24538,Lake Sainte Kathryn,50412,43231
15,24539,Lake Sammamish,50413,43232
15,24540,Lake Seminole,50414,43233
15,24541,Lake Tarpon,50415,43234
15,24542,Lake Thonotosass,50416,43235
15,24543,Lake Victoria,50418,43237
15,24544,Lake View Lake,50419,43238
15,24545,Lake Waramaug,50420,43239
15,24546,Lake Winnebago,51439,43240
15,24547,Lake Woodruff,51441,43242
15,24548,Lake Yale,51442,43243
15,24549,Lake Zoar,51443,43244
15,24550,Lamoille Lake,51445,43246
15,24551,Laurel Lake,51446,43247
15,24552,Lawne Lake,51447,43248
15,24553,Lewis Lake,51448,43249
15,24554,Lewis Lake (Pi.),51449,43250
15,24555,Likes Lake,51450,43251
15,24556,Little Bear Lake,51451,43252
15,24557,Little Clear Lake,51453,43254
15,24558,Little Elkhart Lake,51454,43255
15,24559,Little Otter,51456,43257
15,24560,Little Simer Pond,51457,43258
15,24561,Long Lake,51459,43260
15,24562,Long Lake(Wr.),51460,43261
15,24563,Long Lake (La.),51461,43262
15,24564,Long Lake(Ca.),51462,43263
15,24565,Long Lake (Ha.),51463,43264
15,24566,Long Lake (Ar.),51464,43265
15,24567,Long Lake (Main Bay),51465,43266
15,24568,Long Lake2,51466,43267
15,24569,Long Pond,51467,43268
15,24570,Long Pond (Hi.),51468,43269
15,24571,Long Pond (Fr.),51469,43270
15,24572,Long Pond (Ba.),51470,43271
15,24573,Lookout Lake,51471,43272
15,24574,Loon Lake,51472,43273
15,24575,Lost Lake,51473,43274
15,24576,Lotto Lake,51474,43275
15,24577,Lower Middle Branch,51475,43276
15,24578,Lower Thompson Lake,51476,43277
15,24579,Lower Twin Lake,51477,43278
15,24580,Lowes Lake,51478,43279
15,24581,Lums Pond,51479,43280
15,24582,Lynn Lake,51480,43281
15,24583,Maidstone Lake,51481,43282
15,24584,Mann Lake,51482,43283
15,24585,Marl Lake,51483,43284
15,24586,Marlette Lake,51484,43285
15,24587,Martin Lake,51485,43286
15,24588,Mary Lake,51486,43287
15,24589,Mayo Lake,51487,43288
15,24590,McClellan Lake,51488,43289
15,24593,McColley Pond,51489,43302
15,24594,McDonald,51490,43303
15,24595,McKeel Lake,51491,43304
15,24596,McLeod Lake,51492,43305
15,24597,Medical Lake,51493,43306
15,24598,Messick Lake,51494,43307
15,24599,Middle Chain Pond,51495,43308
15,24600,Midget Lake,51496,43309
15,24601,Mill Lake,51498,43311
15,24602,Miller Antrim Lake,51499,43312
15,24603,Mims Lake,51500,43313
15,24604,Minnow Lake,51501,43314
15,24605,Moon Lake,51503,43316
15,24606,Morris Reservoir,51504,43317
15,24607,Moses Lake,51505,43318
15,24608,Mother Lake,51506,43319
15,24609,Mountain Lake,51507,43320
15,24610,Mud Lake,51508,43321
15,24611,Mud Lake (Mc),51509,43322
15,24612,Muskegon Lake,51511,43324
15,24613,Musquash,51512,43325
15,24614,Mutske,51513,43326
15,24615,Navajo Lake,51514,43327
15,24616,Nest Lake,51516,43329
15,24617,Nolen Blue Hole,51517,43330
15,24618,North Ash Lake,51518,43331
15,24619,North Eagle,51519,43332
15,24620,North Fork Lake,51520,43333
15,24621,North Mayfield,51521,43334
15,24622,North Turn Lake,51522,43335
15,24623,North Twin Lake,51523,43336
15,24624,Norton Reservoir,51524,43337
15,24625,Norway Lake,51525,43338
15,24626,Noxontown Pond,51526,43339
15,24627,Nutleg East,51527,43340
15,24628,Okamanpeedan,51528,43341
15,24629,Olin Lake,51529,43342
